"sample.no","legal","sub.legal","all","","sanctuary","status","site.new","year"
2189,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2020
2190,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2020
2191,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2020
2192,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2020
2193,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2020
2194,0,0,0,NA,"Parker Point","Fished","Parker Point.Fished.Fairbridge",2020
2195,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2196,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2197,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2198,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2199,0,0,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2200,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2201,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2202,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2203,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2204,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2205,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2206,0,2,5,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2207,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2208,1,6,7,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2209,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2210,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2211,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2212,0,0,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2213,0,0,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2214,1,0,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2215,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2216,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2217,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2218,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2219,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2220,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2221,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2222,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2223,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2224,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2225,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2226,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2227,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2228,0,3,3,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2229,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2230,0,2,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2231,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2232,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2233,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2234,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2235,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2236,0,0,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2237,0,2,2,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2238,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2239,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2240,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2241,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2242,1,0,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2243,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2244,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2245,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2246,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2247,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2248,1,5,6,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2249,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2250,0,2,3,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2251,0,1,1,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2252,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2253,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2254,0,0,0,NA,"Armstrong Bay","No-take","Armstrong Bay.No-take.Little Armstrong",2020
2255,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2256,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2257,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2258,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2259,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2260,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2261,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2262,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2263,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2264,0,0,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2265,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2266,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2267,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2268,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2269,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2270,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2271,2,2,4,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2272,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2273,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2274,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2275,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2276,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2277,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2278,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2279,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2280,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2281,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2282,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2283,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2284,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.City of York",2020
2285,0,7,7,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2286,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2287,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2288,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2289,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2290,0,1,5,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2291,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2292,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2293,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2294,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2295,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2296,0,2,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2297,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2298,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2299,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2300,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2301,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2302,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2303,0,1,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2304,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2305,0,3,5,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2306,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2307,0,3,3,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2308,1,0,1,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2309,1,1,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2310,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2311,1,1,2,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2312,0,0,0,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2313,6,0,6,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2314,3,4,7,NA,"Armstrong Bay","Fished","Armstrong Bay.Fished.Ricey Beach",2020
2315,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2316,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2317,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2318,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2319,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2320,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2321,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2322,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2323,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2324,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2325,0,3,3,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2326,0,4,4,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2327,0,2,2,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2328,0,1,1,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2329,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2330,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2331,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2332,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2333,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2334,0,2,2,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2335,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2336,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
2337,0,0,0,NA,"Green Island","No-take","Green Island.No-take.Green Island",2020
